"Title","ID","Created Date","Updated Date","Owner","Code"
"PANASONIC CX-442-P-Z","857f4a44-c1d6-42cc-9097-156fb094d4f2",2024-07-04T16:03:30Z,2024-07-04T16:04:00Z,"8901a580-8b7d-4cf0-9262-299d87e21186","CX-442-P-Z"
"PANASONIC CX-423-P-Z","86598f4c-aa0c-46e5-80e1-31e91e46003e",2024-07-04T16:03:29Z,2024-07-04T16:03:53Z,"8901a580-8b7d-4cf0-9262-299d87e21186","CX-423-P-Z"
"BALLUF BCC034U","878a3071-ec5c-4b1f-81c2-307b87991c24",2024-07-04T15:43:19Z,2024-07-04T15:43:29Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BCC M425-0000-1A-004-UX8334-050"
"FU-31","880412a3-6588-4a0b-a885-fa724ce60f35",2024-07-04T15:49:32Z,2024-07-04T15:49:51Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FU-31"
"PANASONIC CX-422-P-Z","88fc9f45-f024-467c-a95b-6d8140016fbe",2024-07-04T16:03:29Z,2024-07-04T16:03:46Z,"8901a580-8b7d-4cf0-9262-299d87e21186","CX-422-P-Z"
"BALLUF BES01C7","890c4eb2-5892-4535-8bd0-b2f104148cee",2024-07-04T15:43:46Z,2024-07-04T15:43:57Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BES 516-325-G-E5-Y-S4"
"KLASCHKA HAD-11ms60b2,5-5Y3","893bcb5c-4c13-4a3e-9ac3-efcc8692707b",2024-07-04T15:54:09Z,2024-07-04T15:56:04Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-11ms60b2,5-5Y3 132654"
"LEUZE HRTR 3B/66.200-S8","896e9178-2cd3-43d3-9462-cf57ebb536b8",2024-07-04T15:57:58Z,2024-07-04T15:58:18Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50107230 LEUZE HRTR 3B/66.200-S8"
"AECO SMC-10 NO LC 10","8b2b64f3-d899-4d53-b890-841c16cf0688",2024-07-04T15:42:39Z,2024-07-04T15:42:46Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO SMC000086"
"SCHMERSAL BPS 250","8b85f9fc-4f4f-4a5f-8051-b68a533b7328",2024-07-04T16:05:22Z,2024-07-04T16:05:28Z,"8901a580-8b7d-4cf0-9262-299d87e21186","101120594"
"SCHMERSAL SRB301MC-24V","8e8d01f2-02c2-44b1-befc-d78bc3ea0a24",2024-07-04T16:05:29Z,2024-07-04T16:05:42Z,"8901a580-8b7d-4cf0-9262-299d87e21186","101190684"
"EUCHNER TP3-4121A024M","8e91a567-a082-4993-92df-99e69d4982b0",2024-07-04T15:48:05Z,2024-07-04T15:49:10Z,"8901a580-8b7d-4cf0-9262-299d87e21186","EUCHNER 084135 EUCHNER TP3-4121A024M "
"EUCHNER EGT1/4R2000","900517a6-d186-418a-ae4d-bca00c349799",2024-07-04T15:47:06Z,2024-07-04T15:47:47Z,"8901a580-8b7d-4cf0-9262-299d87e21186","EUCHNER 093911 EUCHNER EGT1/4R2000"
"IFM PN3096","90328c93-e414-4c8b-9538-72f36035c6fd",2024-07-04T15:52:43Z,2024-07-04T15:53:32Z,"8901a580-8b7d-4cf0-9262-299d87e21186","PN3096"
"LEUZE ODSL 8/V66-500-S12","9220195b-3bff-4da0-9c2b-942e8142c61a",2024-07-04T15:59:00Z,2024-07-04T15:59:15Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50101879 LEUZE ODSL 8/V66-500-S12"
"AECO SIQ80-CE50 PNP NO/NC K","93f44f32-9df6-46ac-96f1-eb3b3da84332",2024-07-04T15:42:20Z,2024-07-04T15:42:27Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO SIP000116"
"IFM IL5021","941419d0-fabb-4a6a-a47d-e319319acae3",2024-07-04T15:51:39Z,2024-07-04T15:52:17Z,"8901a580-8b7d-4cf0-9262-299d87e21186","IL5021"
"KLASCHKA HAD-18sg80b2,5-5TK12m","94917678-534d-40b9-8241-2d26d77aa0d8",2024-07-04T15:56:32Z,2024-07-04T15:56:52Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-18sg80b2,5-5TK12m 132650"
"KLASCHKA HDD-12q50b0,4-55NK12m","96cb2233-aadc-4c8d-840d-0824a4b9fc0c",2024-07-04T15:56:33Z,2024-07-04T15:56:56Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HDD-12q50b0,4-55NK12m 132658"
"IFM O5D100","96e0c2e9-4b81-4bb4-84b6-5a78f1882136",2024-07-04T15:52:37Z,2024-07-04T15:52:57Z,"8901a580-8b7d-4cf0-9262-299d87e21186","O5D100"
"IFM E10155","97f27f43-b3a9-41e0-adb5-eb5feb2a02ea",2024-07-04T15:50:09Z,2024-07-04T15:50:59Z,"8901a580-8b7d-4cf0-9262-299d87e21186","E10155"
"FS-V21RP","98adabd3-9439-4090-affe-d721b901de84",2024-07-04T15:49:29Z,2024-07-04T15:49:40Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FS-V21RP"
"AECO SC 18SM-A5 NO+NC","99c0361d-df80-45e5-87e2-65a4f1b26177",2024-07-04T15:40:20Z,2024-07-04T15:40:27Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO C18000087"
"BAUMER IR12.P10S-N50.PO1Z.7BO","9a11faac-44fa-405f-be5a-fb9697f859b2",2024-07-04T15:45:41Z,2024-07-04T15:46:00Z,"8901a580-8b7d-4cf0-9262-299d87e21186","11148574"
"KLASCHKA IAB-12GM60B2-3S1A","9b0444aa-9e2d-4af5-8149-cb27f220bbff",2024-07-04T15:56:56Z,2024-07-04T16:14:35Z,"8901a580-8b7d-4cf0-9262-299d87e21186","IAB-12GM60B2-3S1A 112618"
"NÖDİNG P115-400-G161","9d8da460-0ee5-48ba-93ab-4306c10ca869",2024-07-04T15:59:47Z,2024-07-04T15:59:58Z,"8901a580-8b7d-4cf0-9262-299d87e21186","NÖDİNG P115-400-G161"
"NÖDİNG P121-404-311","9dcf56d7-af01-41b5-98ac-eae611e52f72",2024-07-04T15:59:48Z,2024-07-04T16:00:15Z,"8901a580-8b7d-4cf0-9262-299d87e21186","NÖDİNG P121-404-311"
"AECO FT18SM-CBR 90","9e1663bc-fb8d-40b1-8a3f-bde8a4cda75f",2024-07-04T15:39:57Z,2024-07-04T15:40:05Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO FT1000537"
"KLASCHKA HAD-18g98b1-5Vd1","a205d6d8-b781-4f34-87e2-e2d00c9f39a7",2024-07-04T15:56:30Z,2024-07-04T16:13:57Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-18g98b1-5Vd1 132667"
"FU-35FA","a27ded1c-7ac8-48f6-95e5-f9aade6b5601",2024-07-04T15:49:33Z,2024-07-04T15:49:55Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FU-35FA"
"NÖDİNG P121-400-D11","a7f645ac-fba3-431d-b539-5f75438e162e",2024-07-04T15:59:47Z,2024-07-04T16:00:12Z,"8901a580-8b7d-4cf0-9262-299d87e21186","NÖDİNG P121-400-D11"
"EUCHNER ES502HR","a809950d-433c-4d85-9701-26893a2f6d9e",2024-07-04T15:47:08Z,2024-07-04T15:47:59Z,"8901a580-8b7d-4cf0-9262-299d87e21186","EUCHNER 010397 EUCHNER ES502HR"
"BALLUF BES02Y7","a96eb238-c8c9-4ec6-808d-fcb3a27fe4dd",2024-07-04T15:44:45Z,2024-07-04T15:45:06Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BES M18ME1-PSC20F-S04G"
"NÖDİNG P121-4B1-311","aa2612d8-cae7-456c-b271-1c4dfe7df3a5",2024-07-04T16:00:33Z,2024-07-04T16:00:36Z,"8901a580-8b7d-4cf0-9262-299d87e21186","NÖDİNG P121-4B1-311"
"OMRON ESB-M12KS04-M1-B1","abf34540-d3ab-4da0-80d9-4cf496fc2ab0",2024-07-04T16:02:31Z,2024-07-04T16:02:37Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON ESB-M12KS04-M1-B1"
"OMRON E3FA--DP13","aedebc7b-00e5-46de-84e4-de0924929fc8",2024-07-04T16:01:47Z,2024-07-04T16:02:07Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON E3FA--DP13"
"BALLUF BES01FR","b02e92a0-d317-4b9f-8c2a-efc6ca44726c",2024-07-04T15:43:46Z,2024-07-04T15:44:03Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BES 516-347-MO-C-S49"
"AECO SIQ80-CE50 PNP NO/NC","b0f7eee1-21a2-4fc6-ab51-13ddef1bbc86",2024-07-04T15:42:07Z,2024-07-04T15:42:19Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO SIP000114"
"AECO SC30SP-C20 PNP NO+NC H","b212b2b3-e427-4957-a196-9a0b656ede23",2024-07-04T15:40:33Z,2024-07-04T15:40:39Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO C30000017"
"AECO FT13-CF PNP NO LCO.30+M8/4","b48ce183-ccf2-44a7-882b-6b64979347a9",2024-07-04T15:39:51Z,2024-07-04T15:39:56Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO FTQ000098"
"SCHMERSAL AZ/AZM 201 -B30-RTAG1P1-SZ","b4fc0e7f-7586-4c67-aafe-51b6f0401875",2024-07-04T16:04:52Z,2024-07-04T16:05:14Z,"8901a580-8b7d-4cf0-9262-299d87e21186","103013499"
"FS-V11P","b5ad53ac-bb8f-45a5-99be-212287e96c41",2024-07-04T15:49:26Z,2024-07-04T15:49:28Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FS-V11P"
"BAUMER IGYX 08N17B3/L","b609a4eb-2659-4c06-8dba-be67fd4459fd",2024-07-04T15:45:40Z,2024-07-04T15:45:55Z,"8901a580-8b7d-4cf0-9262-299d87e21186","11084714"
"ELTRA ER40A1000S5/28P6X6PR2","b641000b-d770-4a37-8ab2-a8ec84cbdaad",2024-07-04T15:47:02Z,2024-07-04T15:47:16Z,"8901a580-8b7d-4cf0-9262-299d87e21186","ELTRA ER40A1000S5/28P6X6PR2"
"SCHMERSAL SRB-E-301MC","b6ae68db-e2ab-42e1-9962-44f7533b22e2",2024-07-04T16:05:29Z,2024-07-04T16:05:48Z,"8901a580-8b7d-4cf0-9262-299d87e21186","103014374"
"LEUZE HRTR 3B/6.7-S8","ba8bd92d-8fb8-4dda-9a4f-0cac4e31cf93",2024-07-04T15:57:57Z,2024-07-04T15:58:13Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50107241 LEUZE HRTR 3B/6.7-S8"
"OMRON G2R-2-SN DC24(S)","bb8d9cbb-e301-4d0d-8c47-60c540993c2e",2024-07-04T16:02:32Z,2024-07-04T16:02:41Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON G2R-2-SN DC24(S)"
"LEUZE HT10L 1.3 /L6X-M12","bbb242d7-c7cb-4719-9338-66b6a73e0d82",2024-07-04T15:58:00Z,2024-07-04T15:58:28Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50128388 LEUZE HT10L 1.3 /L6X-M12"
"NÖDİNG P20-HA9-1311","be0c0242-8c24-428a-a802-add8eac1a76c",2024-07-04T16:00:49Z,2024-07-04T16:00:59Z,"8901a580-8b7d-4cf0-9262-299d87e21186","NÖDİNG P20-HA9-1311"
"IFM E11861","bf0e7199-65d1-4637-861b-ad383b9945f1",2024-07-04T15:50:10Z,2024-07-04T15:51:04Z,"8901a580-8b7d-4cf0-9262-299d87e21186","E11861"
"LEUZE GS 61/6.2-S8","c1c793ec-0c9d-46ba-bd02-c52e2a3968f3",2024-07-04T15:57:29Z,2024-07-04T15:57:46Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50110108 LEUZE GS 61/6.2-S8"
"LEUZE MSI-SR4","c27221d4-ce73-4e8d-aa6a-8e8dabe627f9",2024-07-04T15:58:31Z,2024-07-04T15:58:57Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 549986 LEUZE MSI-SR4"
"LEUZE ODS 110L1.3/LCT-M12","c514628c-d67b-4dae-8e82-ec89fc1ef50d",2024-07-04T15:58:59Z,2024-07-04T15:59:10Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50138063 LEUZE ODS 110L1.3/LCT-M12"
"AECO FTO8M-CBR LC 5.5","c55ca08f-9620-4abb-939b-e8e624599bdc",2024-07-04T15:40:06Z,2024-07-04T15:40:18Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO FT 1000420"
"EUCHNER RGBF08D12-502-M","c5f19e90-9c5e-4eee-a74d-ac6848ea57bb",2024-07-04T15:48:04Z,2024-07-04T15:49:05Z,"8901a580-8b7d-4cf0-9262-299d87e21186","EUCHNER 082317 EUCHNER RGBF08D12-502-M "
"KLASCHKA HAD-11ms60b2,5-5Y2","c6624f0f-50e8-477b-9232-2b22d5d33167",2024-07-04T15:54:08Z,2024-07-04T15:55:56Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-11ms60b2,5-5Y2 132653"
"BALLUF BES02NC","c9cc1b25-1061-4f47-911b-8ad013b9a48a",2024-07-04T15:44:44Z,2024-07-04T15:45:00Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BES M12EI-PSC40B-S4G-S01"
"SCHMERSAL SE-304C","c9f51bd4-3287-453f-9dab-fabcf6d63010",2024-07-04T16:05:28Z,2024-07-04T16:05:37Z,"8901a580-8b7d-4cf0-9262-299d87e21186","1165883"
"AECO SM-85","ca14290c-6d20-4f3e-b058-a05f6aeefc73",2024-07-04T15:42:28Z,2024-07-04T15:42:38Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO CLM000016"
"PANASONIC FX-311P","caa6907c-d5e8-487c-8d34-54fba68658d9",2024-07-04T16:04:27Z,2024-07-04T16:04:36Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FX-311P"
"ELTRA ER 40A100S5/28P6X6PR.222","cb5bac5e-b915-437f-a473-bbcdd4cb91d0",2024-07-04T15:46:11Z,2024-07-04T15:46:51Z,"8901a580-8b7d-4cf0-9262-299d87e21186","ELTRA ER 40A100S5/28P6X6PR.222"
"ASCON X1-5150-0000","cd51a539-fbd8-413a-ae7d-0961b054995c",2024-07-04T15:43:02Z,2024-07-04T15:43:09Z,"8901a580-8b7d-4cf0-9262-299d87e21186","ASCON X1-5150-0000"
"IFM EVT005","ce5fa2c6-d06d-4e60-8ac2-fb0776a86974",2024-07-04T15:50:16Z,2024-07-04T15:51:34Z,"8901a580-8b7d-4cf0-9262-299d87e21186","EVT005 "
"FS-T1P","cf4bde3e-10fb-4b25-a35f-42d2563e9a19",2024-07-04T15:48:08Z,2024-07-04T15:49:23Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FS-T1P"
"AECO SC30M-CE25 PNP NO+NC K","cfcf9d5a-ea82-40a4-92e5-83328053dddc",2024-07-04T15:40:29Z,2024-07-04T15:40:33Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO CAP000041"
"IFM OGE300","d03b723d-e263-45b6-83ff-9f13e25a69b8",2024-07-04T15:52:39Z,2024-07-04T15:53:08Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OGE300"
"OMRON E2B-M12LS04-M1-B1","d1cd9aa2-8b7e-4889-9448-b5b3140058c7",2024-07-04T16:01:26Z,2024-07-04T16:01:41Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON E2B-M12LS04-M1-B1"
"ELTRA 80P600S5/28P10X3PR","d21b4a92-75c5-48cb-b0bc-bfe25adf9f19",2024-07-04T15:46:07Z,2024-07-04T15:46:35Z,"8901a580-8b7d-4cf0-9262-299d87e21186","ELTRA 80P600S5/28P10X3PR"
"OMRON GRT1-ID4-1","d31cf559-8c81-4135-9932-316c21c7394d",2024-07-04T16:02:33Z,2024-07-04T16:02:46Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON GRT1-ID4-1"
"PANASONIC CX-491-P","d376b2a5-7306-4338-84c4-a190523b2735",2024-07-04T16:04:00Z,2024-07-04T16:04:10Z,"8901a580-8b7d-4cf0-9262-299d87e21186","CX-491-P"
"EUCHNER GSBF06D08-552-M","d551a00e-c32a-4576-92f5-3e70d1b8e7ae",2024-07-04T15:48:02Z,2024-07-04T15:48:32Z,"8901a580-8b7d-4cf0-9262-299d87e21186","EUCHNER 085987 EUCHNER GSBF06D08-552-M"
"OMRON Z-15GW55","d7d30ce0-1ce6-4290-8991-6fcbe7c1ec2e",2024-07-04T16:02:54Z,2024-07-04T16:03:19Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON Z-15GW55"
"KLASCHKA HAD-11ms45b2,5-5S1","d84d0b65-62b0-4663-93b9-d86b0cf3e623",2024-07-04T15:53:57Z,2024-07-04T15:54:29Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-11ms45b2,5-5S1 132601"
"IFM II5436","daa39eef-3857-47d6-9dd1-389f14294c1e",2024-07-04T15:51:37Z,2024-07-04T15:52:04Z,"8901a580-8b7d-4cf0-9262-299d87e21186","II5436"
"IFM IN5186","daf9d78b-3eb3-4f9a-859b-6e77445a6aa2",2024-07-04T15:51:40Z,2024-07-04T15:52:26Z,"8901a580-8b7d-4cf0-9262-299d87e21186","IN5186"
"SMC MSQB200R-XF","db66bc75-e393-4f30-a8ed-6966d74b23a9",2024-07-04T16:05:57Z,2024-07-04T16:06:11Z,"8901a580-8b7d-4cf0-9262-299d87e21186","SMC MSQB200R-XF"
"FS-V31CP","dbc6908d-ce18-4627-be44-7cfc3ff04797",2024-07-04T15:49:30Z,2024-07-04T15:49:44Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FS-V31CP"
"IFM OGS300","de3774f8-2a4c-40ab-88fd-fea04da27dc3",2024-07-04T15:50:07Z,2024-07-04T15:50:37Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OGS300"
"AECO SI18SM-B5 NO/NC H","e1eeddba-01cd-460d-afbb-bd7900f42a30",2024-07-04T15:41:38Z,2024-07-04T15:41:45Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO I18000640"
"IFM PT3540","e4e7b5bb-0cf9-41ed-95e1-05fdb4d8df6b",2024-07-04T15:52:44Z,2024-07-04T15:53:37Z,"8901a580-8b7d-4cf0-9262-299d87e21186","PT3540"
"BALLUF BES02L6","e5710d99-b59c-498b-b6c3-1be3aeb4462b",2024-07-04T15:44:06Z,2024-07-04T15:44:34Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BES516-3005-FO-N-03"
"IFM IG0374","e7ccd584-4f45-4570-8d2a-ce19d0ae2986",2024-07-04T15:51:36Z,2024-07-04T15:51:56Z,"8901a580-8b7d-4cf0-9262-299d87e21186","IG0374"
"IFM O5D150","e9bbfb2e-5486-48af-8e05-c89aea1a9305",2024-07-04T15:52:38Z,2024-07-04T15:53:02Z,"8901a580-8b7d-4cf0-9262-299d87e21186","O5D150"
"BALLUF BAE010M","ea42c8e0-0f75-4cb3-b729-6a1ea817b89b",2024-07-04T15:43:10Z,2024-07-04T15:43:19Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BDD 750-1P01-000-203-2-A"
"PANASONIC CY-122A-P-Z","ebde4306-77d8-40fe-9ff4-85c2df710f98",2024-07-04T16:04:01Z,2024-07-04T16:04:15Z,"8901a580-8b7d-4cf0-9262-299d87e21186","CY-122 A-P-Z"
"BALLUF BES0001","ec96df1c-47bf-4beb-b6ab-98278bf994c5",2024-07-04T15:43:36Z,2024-07-04T15:43:46Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BES M12MI-PSC40B-BV03"
"LEUZE MA8-01","ecc2da29-0d29-4e3e-8042-95fd8e24bbd6",2024-07-04T15:58:30Z,2024-07-04T15:58:52Z,"8901a580-8b7d-4cf0-9262-299d87e21186","LEUZE 50104790 LEUZE MA8-01"
"KLASCHKA HAD-18mg82b1-5NT12m","ecf242f0-92cd-4867-a8a0-439f90baa141",2024-07-04T15:56:31Z,2024-07-04T15:56:47Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-18mg82b1-5NT12m"
"PZ-V12P","ed42b948-2515-4842-bea6-be7eb90620f7",2024-07-04T16:04:51Z,2024-07-04T16:05:04Z,"8901a580-8b7d-4cf0-9262-299d87e21186","PZ-V12P"
"KLASCHKA HAD-12er55b2,5-5NK12m","ee9d3055-17ba-40c5-b922-808363ffdd2f",2024-07-04T15:54:12Z,2024-07-04T15:56:30Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-12er55b2,5-5NK12m 132638"
"SMC D-M9P","f1260ab5-2b92-45aa-af89-1371e4ccd3df",2024-07-04T16:05:56Z,2024-07-04T16:06:07Z,"8901a580-8b7d-4cf0-9262-299d87e21186","SMC D-M9P"
"PANASONIC HG-C1100-P","f1bdb575-1ec9-43f8-8f91-5fa51af2c259",2024-07-04T16:04:28Z,2024-07-04T16:04:45Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HG-C1100-P"
"AECO SI12-CE4 NPN NO H","f257c87b-60ff-489d-8016-76b617f88895",2024-07-04T15:41:01Z,2024-07-04T15:41:07Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO I12000086"
"ELTRA EH80C2000Z5L 14X3PR","f26af869-3eb3-4162-aed9-891ca8eae9e6",2024-07-04T15:46:09Z,2024-07-04T15:46:40Z,"8901a580-8b7d-4cf0-9262-299d87e21186","ELTRA EH80C2000Z5L 14X3PR"
"FS-N15CP","f36ac69d-3f43-405e-b5b3-ec7b3f898ecd",2024-07-04T15:48:07Z,2024-07-04T15:49:19Z,"8901a580-8b7d-4cf0-9262-299d87e21186","FS-N15CP"
"OMRON XS3F-LM8PVC4S5M","f3d0e19b-1c39-424b-852f-86f7dfabc291",2024-07-04T16:02:53Z,2024-07-04T16:03:16Z,"8901a580-8b7d-4cf0-9262-299d87e21186","OMRON XS3F-LM8PVC4S5M"
"AECO SI18-C5 PNP NO H","f5705fa6-710a-428d-b0f6-f68ecd703ca8",2024-07-04T15:41:33Z,2024-07-04T15:41:37Z,"8901a580-8b7d-4cf0-9262-299d87e21186","AECO I18000057"
"KLASCHKA HAD-12er55b2,5-5NK12m","f8bb464d-2243-4848-8de0-57665cc2b8a7",2024-07-04T15:54:11Z,2024-07-04T15:56:24Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-12er55b2,5-5NK12m 132638"
"KLASCHKA HAD-11ms60b2,5-50Y1","f91cc526-4b18-48e0-ae06-21a17e6e59dd",2024-07-04T15:54:06Z,2024-07-04T15:54:45Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-11ms60b2,5-50Y1 132607"
"BAUMER IFRM 08P17A3/S35L","f9326553-d070-4748-ba08-3435bf5692c7",2024-07-04T15:45:28Z,2024-07-04T15:45:38Z,"8901a580-8b7d-4cf0-9262-299d87e21186","10138747"
"BALLUF BCC09JC","fa6d4b9b-33b5-4314-a80a-9c74a91a46ef",2024-07-04T15:43:19Z,2024-07-04T15:43:34Z,"8901a580-8b7d-4cf0-9262-299d87e21186","BCC M415-M313-M313-U0014-000"
"KLASCHKA HAD-11ms60b2,5-5Y4","fd4d996e-c8fb-4643-97e4-e9be97c83b90",2024-07-04T15:54:10Z,2024-07-04T15:56:16Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-11msb2,5-5Y4 132657"
"IV-150MA","fe187aab-564b-4a9d-88aa-042e97d79c1c",2024-07-04T15:53:42Z,2024-07-04T15:53:50Z,"8901a580-8b7d-4cf0-9262-299d87e21186","IV-150MA"
"KLASCHKA HAD-11ms60b2,5-50Y2","ff33fe03-06e3-45ee-8a97-237b72b61d60",2024-07-04T15:54:07Z,2024-07-04T15:54:51Z,"8901a580-8b7d-4cf0-9262-299d87e21186","HAD-11ms60b2,5-50Y2 132608"
